name,latitude,longitude,state,lga,care_level,category,functional_status
Amassoma Comprehensive Health Center,4.97082,6.10638,Bayelsa,Southern Ijaw,primary,Comprehensive Health Center,Functional
Nembe Comprehensive Health Center,4.53183,6.40268,Bayelsa,Nembe,primary,Comprehensive Health Center,Functional
Egweama Primary Health Center,4.30795,6.19027,Bayelsa,Brass,primary,Primary Health Center,Functional
Bomadi Comprehensive Health Center,4.97782,6.26996,Bayelsa,Yenegoa,primary,Comprehensive Health Center,Functional
Mayori Primary Health Center,13.2622680003,10.5025020002,Yobe,Yusufari,primary,Primary Health Center,Functional
Dagare Tikau Health Post,11.8208713239,11.1843945782,Yobe,Nangere,primary,Dispensary,Functional
Gangawa Health Center,12.8870070812,11.1498617707,Yobe,Bursari,primary,Primary Health Center,Functional
Garin Gada Dispensary,12.9868761767,11.96889815,Yobe,Yunusari,primary,Dispensary,Functional
Garin Ari Health Clinic,11.3260485367,11.4638420102,Yobe,Fika,primary,Primary Health Center,Functional
Lantewa Dispensary,12.2644033943,11.7334475163,Yobe,Tarmuwa,primary,Dispensary,Functional
Lawanti Dispensary,12.6412737468,11.687417051,Yobe,Bursari,primary,Dispensary,Functional
Potiskum Leprosy Clinic,11.7071429997,11.0701759999,Yobe,Potiskum,tertiary,Specialist Hospital,Functional
Burkati Health Maternity and Child Health Center,13.0926900001,11.7794129998,Yobe,Yunusari,primary,Maternity Home,Functional
Jakusko Maternity and Child Health Center,12.3745792735,10.7763596032,Yobe,Jakusko,primary,Maternity Home,Functional
Gitgir Dispensary,12.5577213249,10.9272392074,Yobe,Jakusko,primary,Dispensary,Functional
Koka Health Clinic,12.056422746,11.9660537695,Yobe,Tarmuwa,primary,Primary Health Center,Functional
Alagarno Mdg Clinic,11.0388524123,11.7503667447,Yobe,Gulani,primary,Primary Health Center,Functional
Gasamu Model Primary Health Center,12.7255747095,10.968841643,Yobe,Jakusko,primary,Primary Health Center,Functional
Taganama Dispensary,12.8448341407,9.81750343572,Yobe,Machina,primary,Dispensary,Functional
Madashi Primary Health Center,13.1416527958,10.4450132741,Yobe,Nguru,primary,Primary Health Center,Functional
Agila Primary Health Center,6.65860574121,7.90110696374,Benue,Ado,primary,Primary Health Center,Functional
Ojije Health Post,6.98797849378,8.08279911422,Benue,Oturkpo,primary,Dispensary,Functional
Ogbangede Health Post,7.8540646172,7.8332033416,Benue,Agatu,primary,Dispensary,Functional
Obagaji Comprehensive Health Center,7.88968475089,7.91134051354,Benue,Agatu,primary,Comprehensive Health Center,Functional
Obishu Health Post,7.96357279215,7.86961332425,Benue,Agatu,primary,Dispensary,Functional
Odugbeho Primary Health Center,7.80210262451,8.04174583065,Benue,Agatu,primary,Primary Health Center,Functional
Olegabulu Health Post,7.8198107853,7.92071423818,Benue,Agatu,primary,Dispensary,Functional
Akwu Primary Health Center,7.86970629209,8.05844269823,Benue,Agatu,primary,Primary Health Center,Functional
Warri Health Post,7.94737885434,7.78587822128,Benue,Agatu,primary,Dispensary,Functional
Opaha Model Primary Health Care Center,7.628479004,8.007324218,Benue,Apa,primary,Primary Health Center,Functional
Odugbo Primary Health Care,7.65363930483,8.01174022905,Benue,Apa,primary,Primary Health Center,Functional
Idada Primary Health Care,7.56192591719,7.9141824759,Benue,Apa,primary,Primary Health Center,Functional
Wannune Nkst Primary Health Center,7.55801,8.88219,Benue,Tarka,primary,Primary Health Center,Functional
Naka Staff Clinic,7.58803,8.20022,Benue,Gwer West,secondary,Federal Staff Clinic,Functional
Tiah Primary Health Center,7.63492,8.94592,Benue,Tarka,primary,Primary Health Center,Functional
Ansambe Comprehensive Health Center,7.54900188419,9.66670285992,Benue,Ukum,primary,Comprehensive Health Center,Functional
Amfani Clinic,12.9675920001,7.62768899986,Katsina,Katsina,primary,Primary Health Center,Functional
Taatihi Child Health Center,6.891455183,9.17477200985,Benue,Vandeikya,primary,Primary Health Center,Functional
Nkst Audu Primary Health Center,7.73789631973,9.19390283208,Benue,Logo,primary,Primary Health Center,Functional
Achough Primary Health Center,7.42719503953,9.52702725671,Benue,Katsina-Ala,primary,Primary Health Center,Functional
Ambighir Primary Health Center,7.3330225976,9.09789534426,Benue,Gboko,primary,Primary Health Center,Functional
Hembafan  Bwaja Primary Health Center,7.49990115198,9.59864331304,Benue,Ukum,primary,Primary Health Center,Functional
Kumbur Primary Health Center,7.33903682885,8.99150298297,Benue,Gboko,primary,Primary Health Center,Functional
Akpagheer Primary Health Center,7.33614920694,8.98618412782,Benue,Gboko,primary,Primary Health Center,Functional
Center Huma Comprehensive Health,7.29586977314,8.46344249365,Benue,Gwer East,primary,Primary Health Center,Functional
Tsekucha Primary Health Center,7.41712571743,8.97594719564,Benue,Gboko,primary,Primary Health Center,Functional
Gbamacha Primary Health Center,7.3362424024,8.96757340043,Benue,Gboko,primary,Primary Health Center,Functional
Kyado Primary Health Center,7.60755550395,9.71445860691,Benue,Ukum,primary,Primary Health Center,Functional
Abinsi Primary Health Center,7.74923732449,8.74686115024,Benue,Guma,primary,Primary Health Center,Functional
Amua Primary Health Center,7.08030147569,8.66658677078,Benue,Konshisha,primary,Primary Health Center,Functional
Akele Primary Health Center,7.93234846838,7.73341910109,Benue,Agatu,primary,Primary Health Center,Functional
Tyulen Primary Health Center,7.68295709091,8.86480140432,Benue,Tarka,primary,Primary Health Center,Functional
Gbande Primary Health Center,8.09742241998,8.57466498404,Benue,Guma,primary,Primary Health Center,Functional
Hirnyam Primary Health Center,7.91691005198,8.5840698413,Benue,Guma,primary,Primary Health Center,Functional
Iye Primary Health Center,7.75072034784,8.74395588319,Benue,Guma,primary,Primary Health Center,Functional
Naka Gssc Health Post,7.60203756038,8.20626754417,Benue,Gwer West,primary,Dispensary,Functional
Yaakur Comprehensive Health Cente,7.69094684791,8.52932520425,Benue,Makurdi,primary,Primary Health Center,Functional
Afaakaa Primary Health Center,7.17218237628,9.28356694027,Benue,Katsina-Ala,primary,Primary Health Center,Functional
Akugh Health Center,7.38169716265,9.4994086761,Benue,Katsina-Ala,primary,Primary Health Center,Functional
Mbajiir Primary Health Center,7.49469338805,9.5875373897,Benue,Ukum,primary,Primary Health Center,Functional
Abaji Primary Health Center,7.16578894861,9.29670481472,Benue,Katsina-Ala,primary,Primary Health Center,Functional
Usen Primary Health Center,7.58938605257,8.99226868755,Benue,Buruku,primary,Primary Health Center,Functional
Faski Maternal and Child Health Clinic,12.8405008291,8.73883628461,Katsina,Baure,primary,Primary Health Center,Functional
Charanchi Maternal and Child Health Clinic,12.6732263744,7.73055857509,Katsina,Charanchi,primary,Primary Health Center,Functional
Makwanwachi Health Center,12.8373457935,8.7400231806,Katsina,Baure,primary,Primary Health Center,Functional
Safana Health Center,12.6840201947,7.72652632118,Katsina,Charanchi,primary,Primary Health Center,Functional
Kandare Dispensary,12.6114660055,8.12469624084,Katsina,Ingawa,primary,Dispensary,Functional
Lezimawa Health Clinic,12.4024614112,7.4306709673,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Husamawa Health Clinic,12.8336773727,8.74349978031,Katsina,Baure,primary,Primary Health Center,Functional
Tsatkiya Maternal and Child Health Clinic,12.6515120319,7.23589354526,Katsina,Safana,primary,Primary Health Center,Functional
Doganzo Health Center,12.9774493635,7.61244451246,Katsina,Katsina,primary,Primary Health Center,Functional
Marke Health Center,12.6343085101,7.75109909281,Katsina,Charanchi,primary,Primary Health Center,Functional
Kereriya Health Center,12.658555613,7.73154368585,Katsina,Charanchi,primary,Primary Health Center,Functional
Wailare Dispensary,11.7889393362,7.06953318709,Katsina,Faskari,primary,Dispensary,Functional
Samfa Health Post,12.8642942264,7.8781173069,Katsina,Mani,primary,Dispensary,Functional
Tasha Barau Health Post,12.5615850002,7.48885299953,Katsina,Kurfi,primary,Dispensary,Functional
Umar Musa Yaradua University Clinic,12.8974400004,7.58782999978,Katsina,Batagarawa,primary,Educational Clinic,Functional
Baawa Dispensary,13.1870070002,7.88831099994,Katsina,Kaita,primary,Dispensary,Functional
Baawa Dispensary,12.655446,7.94642600042,Katsina,Bindawa,primary,Dispensary,Functional
Tuge Health Clinic,11.9832818337,7.60463238465,Katsina,Musawa,primary,Primary Health Center,Functional
Jani Comprehensive Health Center,12.8375459567,7.80502232288,Katsina,Mani,primary,Comprehensive Health Center,Functional
Yanhoho Health Center,13.0603654466,7.73544031228,Katsina,Kaita,primary,Primary Health Center,Functional
Kadandani Primary Health Center,12.7425259406,7.68175892969,Katsina,Rimi,primary,Primary Health Center,Functional
Dangaldi Health Center,12.4463386164,7.64173680819,Katsina,Charanchi,primary,Primary Health Center,Functional
Kadanyar Baushe Health Clinic,11.5512149283,7.55310935494,Katsina,Bakori,primary,Primary Health Center,Functional
Duwan Primary Health Center,12.7862315451,8.07108837532,Katsina,Mani,primary,Primary Health Center,Functional
Karfi Primary Health Care,11.7409507,7.5489337,Katsina,Malumfashi,primary,Primary Health Center,Functional
Mabai Maternal and Child Health,11.8516607902,7.33553158321,Katsina,Kankara,primary,Primary Health Center,Functional
Zango Model Primary Health Center,13.0529255727,8.4742413958,Katsina,Zango,primary,Primary Health Center,Functional
Tsabawa Maternal and Child Health Clinic,12.7085315149,7.33492318732,Katsina,Batsari,primary,Primary Health Center,Functional
Ungwan Zango Health Clinic,11.5356647458,7.10952666485,Katsina,Dandume,primary,Primary Health Center,Functional
Faskari Health Clinic,11.7207514483,7.02634066798,Katsina,Faskari,primary,Primary Health Center,Functional
Jifatu Dispensary,13.1762727386,7.87391926914,Katsina,Kaita,primary,Dispensary,Functional
Makekara Health Center,12.9914769495,7.63856445152,Katsina,Katsina,primary,Primary Health Center,Functional
Nahuta Health Clinic,12.7268969002,7.17849869691,Katsina,Batsari,primary,Primary Health Center,Functional
Gurjiya Health Clinic,12.9942257824,8.33627024144,Katsina,Daura,primary,Primary Health Center,Functional
Tsauri Primary Health Center,12.7987000322,7.47588667155,Katsina,Kurfi,primary,Primary Health Center,Functional
Unguwar Sambo Dogo Health Clinic,11.3210084352,7.61348442428,Katsina,Danja,primary,Primary Health Center,Functional
Kandarawa Primary Health Center,11.7538944315,7.36893572782,Katsina,Bakori,primary,Primary Health Center,Functional
Kurami Health Clinic,11.5365636114,7.3635242284,Katsina,Bakori,primary,Primary Health Center,Functional
Unguwar Bika Health Clinic,11.7587644158,6.99107140737,Katsina,Faskari,primary,Primary Health Center,Functional
Santar Nakyalle Model Primary Health Center,12.7092691304,7.96873078139,Katsina,Ingawa,primary,Primary Health Center,Functional
Unguwar Doka Health Clinic,11.5803970836,6.97729097863,Katsina,Faskari,primary,Primary Health Center,Functional
Fankama Health Clinic,11.6373889582,7.0154688984,Katsina,Faskari,primary,Primary Health Center,Functional
Yanmama Health Clinic,11.8824331812,7.65768317703,Katsina,Malumfashi,primary,Primary Health Center,Functional
Jigo Health Clinic,11.1419103587,7.17317522426,Katsina,Sabuwa,primary,Primary Health Center,Functional
Badau Health Center,11.8961049675,7.57170682745,Katsina,Kankara,primary,Primary Health Center,Functional
Wawar Kaza Health Center,12.0155323995,7.46171531962,Katsina,Kankara,primary,Primary Health Center,Functional
Gundawa Health Center,12.0268289346,7.51466552152,Katsina,Kankara,primary,Primary Health Center,Functional
Kauran Fawa Health Clinic,11.3833657804,7.29105215407,Katsina,Dandume,primary,Primary Health Center,Functional
Mara Zamfarawa Primary Health Center,12.2303727016,7.26066668996,Katsina,Dan Musa,primary,Primary Health Center,Functional
Sakkwatawa Health Center,12.2900662099,7.27469033924,Katsina,Dan Musa,primary,Primary Health Center,Functional
Tunas Primary Health Center,12.6591818796,8.14808363757,Katsina,Ingawa,primary,Primary Health Center,Functional
Bidore Health Center,12.5069084204,8.13280741291,Katsina,Ingawa,primary,Primary Health Center,Functional
Kwakwari Dispensary,11.552358819,7.14452548796,Katsina,Dandume,primary,Dispensary,Functional
Sabon Gida Health Clinic,12.9166290259,7.63463239219,Katsina,Batagarawa,primary,Primary Health Center,Functional
Makada Health Clinic,12.8705799108,7.599103333,Katsina,Batagarawa,primary,Primary Health Center,Functional
Safana Primary Health Center,12.4061513288,7.41135364601,Katsina,Safana,primary,Primary Health Center,Functional
Dayi Primary Health Care,11.9658861275,7.68949608528,Katsina,Malumfashi,primary,Primary Health Center,Functional
Sabuwa Comprehensive Health Center,11.1726779036,7.1297478087,Katsina,Sabuwa,primary,Comprehensive Health Center,Functional
Mawashi Maternal and Child Health Clinic,12.5193372603,8.04586324699,Katsina,Kusada,primary,Primary Health Center,Functional
Badawa Health Center,12.083815643,7.69927811829,Katsina,Musawa,primary,Primary Health Center,Functional
Jofalawa Health Clinic,12.5649774201,7.96551427525,Katsina,Kusada,primary,Primary Health Center,Functional
Aganta Fulani Health,12.4837491113,8.02137360303,Katsina,Kusada,primary,Primary Health Center,Functional
Kaikai Health Clinic,12.5088357819,7.99040251755,Katsina,Kusada,primary,Primary Health Center,Functional
Dudunni Model Primary Health Center,12.5445893075,7.99069291606,Katsina,Kusada,primary,Primary Health Center,Functional
Bayala Health Clinic,11.8170311196,7.76660089621,Katsina,Kafur,primary,Primary Health Center,Functional
Sagartau Health Center,12.5966134337,8.0982491981,Katsina,Ingawa,primary,Primary Health Center,Functional
Kurmi Health Clinic,11.7808753236,7.70226596168,Katsina,Kafur,primary,Primary Health Center,Functional
Garin Danyaro Health Center,12.800876006,7.21847798099,Katsina,Batsari,primary,Primary Health Center,Functional
Kafi Health Center,12.4887748491,8.06260701088,Katsina,Ingawa,primary,Primary Health Center,Functional
Daunaka Health Center,12.6090430841,8.11801742578,Katsina,Ingawa,primary,Primary Health Center,Functional
Kandawa Health Center,12.6244722743,8.03052217343,Katsina,Ingawa,primary,Primary Health Center,Functional
Jalatu Health Clinic,11.6238461321,7.58970014877,Katsina,Bakori,primary,Primary Health Center,Functional
Filin Manda Dispensary,12.9799918837,7.93498575686,Katsina,Mashi,primary,Dispensary,Functional
Wagini Model Primary Health Center,12.6893919532,7.2032202433,Katsina,Batsari,primary,Primary Health Center,Functional
Poroyi Primary Health Center,13.0248562387,7.63250172315,Katsina,Katsina,primary,Primary Health Center,Functional
Jaja Basic Health Center,11.3502565942,7.63543435787,Katsina,Danja,primary,Primary Health Center,Functional
Dokau Mairimaye Primary Health Center,12.5674505731,7.74747116541,Katsina,Kankia,primary,Primary Health Center,Functional
Koda Primary Health Care,12.6315948755,7.75072459897,Katsina,Charanchi,primary,Primary Health Center,Functional
Araha Health Clinic,13.1116602049,8.14238545079,Katsina,Mai'Adua,primary,Primary Health Center,Functional
Bakarya Health Center,11.918126,7.24076999996,Katsina,Faskari,primary,Primary Health Center,Functional
Inwala Health Center,12.8621520004,7.33429899951,Katsina,Batsari,primary,Primary Health Center,Functional
Alabura Health Clinic,11.8025540005,7.39470799956,Katsina,Bakori,primary,Primary Health Center,Functional
Bakkai Health Center,11.9232200005,7.41726999989,Katsina,Kankara,primary,Primary Health Center,Functional
Sabo Garin Rabe Dispensary,13.0897200001,7.4785120005,Katsina,Jibia,primary,Dispensary,Functional
Gidan Maikafi Health Clinic,11.5937909996,7.53479699974,Katsina,Bakori,primary,Primary Health Center,Functional
Jigawa Health Center,12.6713759998,8.14429299987,Katsina,Ingawa,primary,Primary Health Center,Functional
Kofar Guga Maternal and Child Health Clinic,12.9897300001,7.58503399988,Katsina,Katsina,primary,Primary Health Center,Functional
Kofar Kaura Maternity and Child Health Center,12.9897440001,7.59406000001,Katsina,Katsina,primary,Maternity Home,Functional
Katsina Specialist Clinic,12.9754730004,7.59858500008,Katsina,Katsina,tertiary,Specialist Hospital,Functional
Kukar Gyesa Health Center,13.0177600002,7.60468700023,Katsina,Katsina,primary,Primary Health Center,Functional
Ik Waan Eye Clinic,12.9974190003,7.61266499965,Katsina,Katsina,primary,Primary Health Center,Functional
Charanchi Comprehensive Health Center,12.6635799995,7.73973999999,Katsina,Charanchi,primary,Comprehensive Health Center,Functional
Hamcheta Maternal and Child Health Clinic,12.8816879997,7.92875100042,Katsina,Mani,primary,Primary Health Center,Functional
Makau Maternal and Child Health Clinic,12.7539139999,8.01570000049,Katsina,Mani,primary,Primary Health Center,Functional
Farin Haki Health Center,12.9189950001,8.12105800008,Katsina,Dutsi,primary,Primary Health Center,Functional
Sobashi Maternal and Child Health Clinic,12.8357909995,8.22895700039,Katsina,Dutsi,primary,Primary Health Center,Functional
Ruwan Dutsi Maternal and Child Health Clinic,12.8441540002,8.35161199973,Katsina,Sandamu,primary,Primary Health Center,Functional
Unguwan Gaje Health Center,12.9215399998,8.54978000038,Katsina,Zango,primary,Primary Health Center,Functional
Yan Kwani Health Clinic,11.58113,7.37051800012,Katsina,Bakori,primary,Primary Health Center,Functional
Yargoje Maternal and Child Health Clinic,11.8682670001,7.47384700033,Katsina,Kankara,primary,Primary Health Center,Functional
Aliyaba Maternal and Child Health Clinic,12.9231999999,7.90662700038,Katsina,Mani,primary,Primary Health Center,Functional
Magami Maternal and Child Health Clinic,12.8598849999,7.92324999968,Katsina,Mani,primary,Primary Health Center,Functional
Yar Kinda Dispensary,11.5204739998,7.05137600028,Katsina,Sabuwa,primary,Dispensary,Functional
Rigiyar Tsamiya Maternal and Child Health Clinic,12.877707,8.27390099993,Katsina,Sandamu,primary,Primary Health Center,Functional
Kwasarawa Maternal and Child Health Clinic,12.9614219999,8.41872600033,Katsina,Sandamu,primary,Primary Health Center,Functional
Dawaye Health Clinic,12.8636130004,8.60678800011,Katsina,Baure,primary,Primary Health Center,Functional
Maibara Maternal and Child Health Clinic,12.8499200001,8.64535600031,Katsina,Baure,primary,Primary Health Center,Functional
Kawarin Kudi Maternal and Child Health Clinic,12.883664,8.69574699955,Katsina,Zango,primary,Primary Health Center,Functional
Inwala Health Clinic,12.97788429,7.60288929,Katsina,Katsina,primary,Primary Health Center,Functional
Hui Maternal and Child Health Clinic,12.6955710002,8.78091700042,Katsina,Baure,primary,Primary Health Center,Functional
Kagadama Health Post,12.4732219292,7.93139445071,Katsina,Kusada,primary,Dispensary,Functional
Sheme Health Clinic,13.0016846015,7.8685650374,Katsina,Mani,primary,Primary Health Center,Functional
Unguwar Tukur Health Clinic,11.2483059999,6.99301099962,Katsina,Sabuwa,primary,Primary Health Center,Functional
Unguwar Sarkin Noma Health Clinic,11.4461830003,7.02117499976,Katsina,Sabuwa,primary,Primary Health Center,Functional
Unguwar Makera Health Clinic,11.6832120004,7.0227119998,Katsina,Faskari,primary,Primary Health Center,Functional
Bandaga Health Clinic,11.2295590002,7.02297699998,Katsina,Sabuwa,primary,Primary Health Center,Functional
Labi Health Clinic,11.2622100003,7.02482200024,Katsina,Sabuwa,primary,Primary Health Center,Functional
Dogon Dawa Health Clinic,11.6439779997,7.03348000012,Katsina,Faskari,primary,Primary Health Center,Functional
Dankolo Health Clinic,11.438322,7.03544400045,Katsina,Sabuwa,primary,Primary Health Center,Functional
Unguwar Mai Dawa Health Clinic,11.7823419997,7.03758099991,Katsina,Faskari,primary,Primary Health Center,Functional
Unguwar Nakaba Health Clinic,11.3178990002,7.04344499989,Katsina,Sabuwa,primary,Primary Health Center,Functional
Taura Health Clinic,11.3134780002,7.05645199973,Katsina,Sabuwa,primary,Primary Health Center,Functional
Rafin Iwa Health Clinic,11.2772759996,7.05665199986,Katsina,Sabuwa,primary,Primary Health Center,Functional
Dankurmi Health Clinic,11.3730259996,7.06592400016,Katsina,Sabuwa,primary,Primary Health Center,Functional
Alhaji Baba Clinic,11.6255540002,7.06699099989,Katsina,Faskari,primary,Primary Health Center,Functional
Marabar Kindo Health Post,11.4703799998,7.06742500018,Katsina,Sabuwa,primary,Dispensary,Functional
Hayin Kasuwa Health Clinic,11.3909439998,7.08148899974,Katsina,Sabuwa,primary,Primary Health Center,Functional
Maiganguma Health Clinic,11.5298360002,7.08207200014,Katsina,Sabuwa,primary,Primary Health Center,Functional
Machika Model Primary Health Center,11.466298,7.09102000022,Katsina,Sabuwa,primary,Primary Health Center,Functional
Mazare Health Clinic,11.2068269997,7.10265700012,Katsina,Sabuwa,primary,Primary Health Center,Functional
Hayin Isau Health Clinic,11.2304369998,7.1058570003,Katsina,Sabuwa,primary,Primary Health Center,Functional
Hajara Medical Clinic and Maternity,11.4617839999,7.11251599982,Katsina,Dandume,primary,Maternity Home,Functional
Unguwar Kanawa Dispensary,11.3171599997,7.11628800038,Katsina,Sabuwa,primary,Dispensary,Functional
Unguwar Na Ai A Sauki Clinic,11.1725940005,7.11957499962,Katsina,Sabuwa,primary,Primary Health Center,Functional
Gaskiya Medical Clinic,11.4615749998,7.12007199996,Katsina,Dandume,primary,Primary Health Center,Functional
Unguwar Sarki Health Clinic,11.7060399999,7.12511000038,Katsina,Faskari,primary,Primary Health Center,Functional
Shingi Tsohuwa Dispensary,12.8256979997,7.1355949995,Katsina,Batsari,primary,Dispensary,Functional
Unguwan Maigayya Health Post,11.3913380001,7.14228300005,Katsina,Sabuwa,primary,Dispensary,Functional
Muniya Health Clinic,12.6354580004,7.14281100041,Katsina,Safana,primary,Primary Health Center,Functional
Tsanban Bakwai Dispensary,12.9705710001,7.14890099954,Katsina,Jibia,primary,Dispensary,Functional
Yantuwaru Health Clinic,11.7643289995,7.14967300007,Katsina,Faskari,primary,Primary Health Center,Functional
Unguwar Samanja Health Clinic,11.6579290002,7.15858300012,Katsina,Faskari,primary,Primary Health Center,Functional
Garin Labo Dispensary,12.8251160003,7.16227199963,Katsina,Batsari,primary,Dispensary,Functional
Kirtawa Health Post,12.6449709999,7.16283300001,Katsina,Safana,primary,Dispensary,Functional
Sabon Garin Dumburawa Health Clinic,12.792283,7.16849599986,Katsina,Batsari,primary,Primary Health Center,Functional
Unguwar Alhaji Sani Health Clinic,11.5777789998,7.17291899986,Katsina,Faskari,primary,Primary Health Center,Functional
Jiruwa Health Clinic,11.5233029997,7.17345300023,Katsina,Dandume,primary,Primary Health Center,Functional
Kwadatso Dispensary Clinic,12.8218930001,7.17456199998,Katsina,Batsari,primary,Dispensary,Functional
Dantankari Primary Health Center,11.4467589997,7.19118900028,Katsina,Dandume,primary,Primary Health Center,Functional
Kanon Haki Health Clinic,11.6528889998,7.19493199982,Katsina,Faskari,primary,Primary Health Center,Functional
Shawu Dispensary,11.7710690001,7.19891199952,Katsina,Faskari,primary,Dispensary,Functional
Dan Tudu Health Clinic,12.6967580001,7.20035799951,Katsina,Batsari,primary,Primary Health Center,Functional
Garin Gado Dispensary,13.0092510004,7.20150300028,Katsina,Jibia,primary,Dispensary,Functional
Kwankiro Health Clinic,11.6706479999,7.2037409998,Katsina,Faskari,primary,Primary Health Center,Functional
Gurbin Magariya Primary Health Center,13.0637830004,7.20406100002,Katsina,Jibia,primary,Primary Health Center,Functional
Mai Sabo Health Clinic,11.8919630002,7.21095299971,Katsina,Faskari,primary,Primary Health Center,Functional
Jibia Maje Health Clinic,13.1041929999,7.21327200028,Katsina,Jibia,primary,Primary Health Center,Functional
Dan Tudu Dispensary,12.3362250001,7.21470900026,Katsina,Dan Musa,primary,Dispensary,Functional
Watan Gadiya Health Clinic,12.7549699996,7.22212000029,Katsina,Batsari,primary,Primary Health Center,Functional
Faruwa Dispensary,12.2605949997,7.22555999963,Katsina,Dan Musa,primary,Dispensary,Functional
Ammid A Healthcare,4.9888625,8.3326707,Cross River,Calabar Municipal,primary,Primary Health Center,Functional
Mallamawa Health Post,13.0151080004,7.22676900045,Katsina,Jibia,primary,Dispensary,Functional
Dinya Dispensary,12.1399179997,7.22915100007,Katsina,Dan Musa,primary,Dispensary,Functional
Kuka Shida Health Clinic,11.8201470004,7.23246200032,Katsina,Faskari,primary,Primary Health Center,Functional
Garin Inu Health Clinic,12.9047510004,7.23566400049,Katsina,Batsari,primary,Primary Health Center,Functional
Biyaki Kwana Dispensary,12.7901180005,7.24255800018,Katsina,Batsari,primary,Dispensary,Functional
Ungwar Malamai Dispensary,12.7515200003,7.24519099997,Katsina,Batsari,primary,Dispensary,Functional
Chiromas Health Clinic,12.7591000004,7.25296000025,Katsina,Batsari,primary,Primary Health Center,Functional
Batsari General Hospital,12.7631790002,7.25670099979,Katsina,Batsari,secondary,General Hospital,Functional
Hankibiri Clinic,12.3410270003,7.25824399984,Katsina,Dan Musa,primary,Primary Health Center,Functional
Unguwar Maje Dispensary,11.5812420001,7.26617400023,Katsina,Faskari,primary,Dispensary,Functional
Remanya Health Clinic,11.8792009996,7.26644700041,Katsina,Faskari,primary,Primary Health Center,Functional
Danzaki Health Clinic,12.5820590001,7.26978199968,Katsina,Safana,primary,Primary Health Center,Functional
Mununu Health Clinic,11.8405590003,7.27104599954,Katsina,Faskari,primary,Primary Health Center,Functional
Kwai Dispensary,11.7447630002,7.27285999977,Katsina,Faskari,primary,Dispensary,Functional
Tsuguni Dispensary,12.8183519997,7.27675100041,Katsina,Batsari,primary,Dispensary,Functional
Matso Matso Dispensary,13.0205580001,7.28048799995,Katsina,Jibia,primary,Dispensary,Functional
Yar Marafa Health Clinic,11.8626530003,7.28205700002,Katsina,Faskari,primary,Primary Health Center,Functional
Evancell Hospital,6.18503,6.95863,Anambra,Dunukofia,primary,Private Non Profit,Functional
Leletu Health Clinic,12.1575669997,7.28694700034,Katsina,Dan Musa,primary,Primary Health Center,Functional
Danbau Dispensary,11.7810129998,7.28710500045,Katsina,Faskari,primary,Dispensary,Functional
Kukar Rabo Health Clinic,12.6714679999,7.29008400047,Katsina,Safana,primary,Primary Health Center,Functional
Amarawa Health Clinic,12.1309289996,7.29205399981,Katsina,Kankara,primary,Primary Health Center,Functional
Kwana Guga Health Clinic,11.5623430003,7.29537200006,Katsina,Funtua,primary,Primary Health Center,Functional
Mazanya Abu Health Clinic,13.0689349999,7.29627499968,Katsina,Jibia,primary,Primary Health Center,Functional
Bele Health Clinic,11.5778839998,7.30708300002,Katsina,Faskari,primary,Primary Health Center,Functional
Police Health Clinic,11.5261899997,7.30937999958,Katsina,Funtua,secondary,Military and Paramilitary Clinic,Functional
Gabasaws Dispensary,12.8338730002,7.31228199955,Katsina,Batsari,primary,Dispensary,Functional
Unguwar Miko A Health Clinic,11.6235979999,7.31387899964,Katsina,Faskari,primary,Primary Health Center,Functional
Police Health Clinic,11.513428,7.31422399987,Katsina,Funtua,secondary,Military and Paramilitary Clinic,Functional
New Funtua Clinic,11.4995069996,7.31606700013,Katsina,Funtua,primary,Primary Health Center,Functional
Bistit Clinic,11.5297300001,7.31788200036,Katsina,Funtua,primary,Primary Health Center,Functional
Yau Yau Health Clinic,12.9952269998,7.31918100024,Katsina,Batsari,primary,Primary Health Center,Functional
Yar Dabaro Health Clinic,11.6806699997,7.32060800021,Katsina,Faskari,primary,Primary Health Center,Functional
Habul Dispensary,12.5153669998,7.32275699967,Katsina,Safana,primary,Dispensary,Functional
Batsirari Health Clinic,12.0923350004,7.33009899966,Katsina,Kankara,primary,Primary Health Center,Functional
Dotsa Health Clinic,11.8055999996,7.3323700002,Katsina,Bakori,primary,Primary Health Center,Functional
Yar Tsakuwa Health Clinic,11.6938269996,7.33313599972,Katsina,Bakori,primary,Primary Health Center,Functional
Garin Goje Dispensary,12.8523229998,7.33385000021,Katsina,Batsari,primary,Dispensary,Functional
Kunkunna Health Clinic,12.4086850003,7.33429099951,Katsina,Safana,primary,Primary Health Center,Functional
Unguwar Yawa Health Clinic,11.4818219996,7.3373649996,Katsina,Funtua,primary,Primary Health Center,Functional
Kwatarni Dispensary,12.6979289998,7.3603270002,Katsina,Batsari,primary,Dispensary,Functional
Jarkuka Health Post,13.0342520004,7.38207599998,Katsina,Jibia,primary,Dispensary,Functional
Dagarawa Dispensary,12.5292080002,7.38248800026,Katsina,Safana,primary,Dispensary,Functional
Sawanawa Dispensary,12.8236100002,7.3840230003,Katsina,Batsari,primary,Dispensary,Functional
Kunamawa Health Clinic,12.3636769997,7.38462499971,Katsina,Safana,primary,Primary Health Center,Functional
